Date,Time,Locality_Name,Crime_Type
2023-08-22 20:00:00,23-08-2023 03:24,Malakpet,PUBLIC INTOXICATION
2023-08-22 21:00:00,23-08-2023 03:39,Saidabad,PUBLIC INTOXICATION
2023-08-22 22:00:00,23-08-2023 07:18,Ibrahimpatnam,FIREARM OFFENSE
2023-08-22 23:00:00,22-08-2023 23:09,Falaknuma,VANDALISM
2023-08-23 00:00:00,23-08-2023 05:36,Falaknuma,PUBLIC INTOXICATION
2023-08-23 01:00:00,23-08-2023 07:09,Kukatpally,EXTORTION
2023-08-23 02:00:00,24-08-2023 01:45,Saidabad,TRAFFIC VIOLATION
2023-08-23 03:00:00,24-08-2023 01:31,Jahanuma,DRUG OFFENSE
2023-08-23 04:00:00,23-08-2023 13:52,Afzalgunj,ASSAULT
2023-08-23 05:00:00,23-08-2023 16:06,Falaknuma,BURGLARY
2023-08-23 06:00:00,23-08-2023 21:54,Hyderguda,FIREARM OFFENSE
2023-08-23 07:00:00,23-08-2023 12:32,Falaknuma,COUNTERFEITING
2023-08-23 08:00:00,24-08-2023 01:07,Falaknuma,VEHICLE - STOLEN
2023-08-23 09:00:00,23-08-2023 11:28,Dilsukhnagar,CYBERCRIME
2023-08-23 10:00:00,23-08-2023 19:29,Ibrahimpatnam,FIREARM OFFENSE
2023-08-23 11:00:00,24-08-2023 02:42,Pathargatti,PUBLIC INTOXICATION
2023-08-23 12:00:00,24-08-2023 07:07,Hi-Tech City,SHOPLIFTING
2023-08-23 13:00:00,24-08-2023 09:13,Jahanuma,DRUG OFFENSE
2023-08-23 14:00:00,24-08-2023 00:19,Ibrahimpatnam,SHOPLIFTING
2023-08-23 15:00:00,24-08-2023 09:40,Charminar,VANDALISM
2023-08-23 16:00:00,23-08-2023 20:29,Jahanuma,TRAFFIC VIOLATION
2023-08-23 17:00:00,24-08-2023 14:20,Kukatpally,BURGLARY
2023-08-23 18:00:00,24-08-2023 01:00,Charminar,SEXUAL ASSAULT
2023-08-23 19:00:00,24-08-2023 02:26,Falaknuma,VEHICLE - STOLEN
2023-08-23 20:00:00,24-08-2023 05:25,Madhapur,EXTORTION
2023-08-23 21:00:00,24-08-2023 11:11,Falaknuma,IDENTITY THEFT
2023-08-23 22:00:00,24-08-2023 02:59,Jahanuma,VEHICLE - STOLEN
2023-08-23 23:00:00,24-08-2023 14:32,Basheerbagh,HOMICIDE
2023-08-24 00:00:00,24-08-2023 05:26,Madhapur,VEHICLE - STOLEN
2023-08-24 01:00:00,24-08-2023 12:38,Ameerpet,VEHICLE - STOLEN
2023-08-24 02:00:00,24-08-2023 11:05,Hyderguda,PUBLIC INTOXICATION
2023-08-24 03:00:00,25-08-2023 01:13,Falaknuma,DOMESTIC VIOLENCE
2023-08-24 04:00:00,24-08-2023 09:08,Dilsukhnagar,EXTORTION
2023-08-24 05:00:00,24-08-2023 23:38,Begum Bazar,DOMESTIC VIOLENCE
2023-08-24 06:00:00,25-08-2023 05:06,Basheerbagh,ARSON
2023-08-24 07:00:00,24-08-2023 13:52,Falaknuma,SEXUAL ASSAULT
2023-08-24 08:00:00,24-08-2023 11:06,Jahanuma,KIDNAPPING
2023-08-24 09:00:00,24-08-2023 14:25,Falaknuma,HOMICIDE
2023-08-24 10:00:00,24-08-2023 19:21,Kanchanbagh,ARSON
2023-08-24 11:00:00,24-08-2023 11:20,Basheerbagh,COUNTERFEITING
2023-08-24 12:00:00,25-08-2023 01:31,Ameerpet,DOMESTIC VIOLENCE
2023-08-24 13:00:00,25-08-2023 09:23,L B Nagar,HOMICIDE
2023-08-24 14:00:00,25-08-2023 10:53,Falaknuma,COUNTERFEITING
2023-08-24 15:00:00,24-08-2023 19:16,Nacharam,EXTORTION
2023-08-24 16:00:00,25-08-2023 01:57,Afzalgunj,TRAFFIC VIOLATION
2023-08-24 17:00:00,25-08-2023 11:14,Ameerpet,ARSON
2023-08-24 18:00:00,25-08-2023 00:46,Hyderguda,SHOPLIFTING
2023-08-24 19:00:00,25-08-2023 18:31,Kachiguda,SEXUAL ASSAULT
2023-08-24 20:00:00,25-08-2023 03:34,Falaknuma,EXTORTION
2023-08-24 21:00:00,25-08-2023 00:48,Patancheru,ILLEGAL POSSESSION
2023-08-24 22:00:00,25-08-2023 19:21,Madhapur,ASSAULT
2023-08-24 23:00:00,25-08-2023 06:52,Madhapur,EXTORTION
2023-08-25 00:00:00,25-08-2023 16:09,Hyderguda,ARSON
2023-08-25 01:00:00,25-08-2023 21:47,Lingampally,COUNTERFEITING
2023-08-25 02:00:00,25-08-2023 09:22,Afzalgunj,ROBBERY
2023-08-25 03:00:00,25-08-2023 20:16,Jahanuma,ASSAULT
2023-08-25 04:00:00,25-08-2023 05:36,Kachiguda,BURGLARY
2023-08-25 05:00:00,25-08-2023 16:20,Dilsukhnagar,IDENTITY THEFT
2023-08-25 06:00:00,25-08-2023 20:46,Falaknuma,BURGLARY
2023-08-25 07:00:00,26-08-2023 03:35,Ameerpet,DRUG OFFENSE
2023-08-25 08:00:00,25-08-2023 16:27,Kachiguda,SHOPLIFTING
2023-08-25 09:00:00,25-08-2023 16:21,Basheerbagh,COUNTERFEITING
2023-08-25 10:00:00,26-08-2023 00:01,Nampally,SHOPLIFTING
2023-08-25 11:00:00,26-08-2023 03:55,Falaknuma,SEXUAL ASSAULT
2023-08-25 12:00:00,25-08-2023 15:45,Charminar,COUNTERFEITING
2023-08-25 13:00:00,26-08-2023 04:05,Basheerbagh,VEHICLE - STOLEN
2023-08-25 14:00:00,26-08-2023 00:50,Falaknuma,BURGLARY
2023-08-25 15:00:00,26-08-2023 00:12,Hyderguda,VANDALISM
2023-08-25 16:00:00,26-08-2023 00:20,Kanchanbagh,SHOPLIFTING
2023-08-25 17:00:00,25-08-2023 22:24,Charminar,HOMICIDE
2023-08-25 18:00:00,25-08-2023 19:43,L B Nagar,ROBBERY
2023-08-25 19:00:00,26-08-2023 08:31,L B Nagar,ROBBERY
2023-08-25 20:00:00,26-08-2023 12:49,Madhapur,ARSON
2023-08-25 21:00:00,26-08-2023 11:10,Basheerbagh,DRUG OFFENSE
2023-08-25 22:00:00,26-08-2023 21:24,Secunderabad,DRUG OFFENSE
2023-08-25 23:00:00,26-08-2023 19:43,Hi-Tech City,ROBBERY
2023-08-26 00:00:00,26-08-2023 03:51,Falaknuma,VANDALISM
2023-08-26 01:00:00,26-08-2023 08:45,Kanchanbagh,ILLEGAL POSSESSION
2023-08-26 02:00:00,26-08-2023 12:01,Hyderguda,IDENTITY THEFT
2023-08-26 03:00:00,26-08-2023 07:40,Falaknuma,CYBERCRIME
2023-08-26 04:00:00,26-08-2023 09:31,Shamshabad,PUBLIC INTOXICATION
2023-08-26 05:00:00,26-08-2023 14:13,L B Nagar,COUNTERFEITING
2023-08-26 06:00:00,26-08-2023 07:56,Basheerbagh,VEHICLE - STOLEN
2023-08-26 07:00:00,26-08-2023 15:38,Basheerbagh,VANDALISM
2023-08-26 08:00:00,26-08-2023 16:49,Madhapur,FRAUD
2023-08-26 09:00:00,26-08-2023 21:09,Kanchanbagh,COUNTERFEITING
2023-08-26 10:00:00,26-08-2023 23:26,Charminar,IDENTITY THEFT
2023-08-26 11:00:00,26-08-2023 21:16,Madhapur,ASSAULT
2023-08-26 12:00:00,26-08-2023 15:51,Saidabad,FRAUD
2023-08-26 13:00:00,27-08-2023 00:47,Madhapur,ARSON
2023-08-26 14:00:00,26-08-2023 18:47,Kishan Bagh,ILLEGAL POSSESSION
2023-08-26 15:00:00,27-08-2023 11:38,Kanchanbagh,BURGLARY
2023-08-26 16:00:00,27-08-2023 00:08,Kachiguda,DOMESTIC VIOLENCE
2023-08-26 17:00:00,27-08-2023 05:11,Kanchanbagh,VEHICLE - STOLEN
2023-08-26 18:00:00,27-08-2023 10:00,Patancheru,ILLEGAL POSSESSION
2023-08-26 19:00:00,27-08-2023 16:13,Charminar,VANDALISM
2023-08-26 20:00:00,26-08-2023 20:00,Dilsukhnagar,TRAFFIC VIOLATION
2023-08-26 21:00:00,27-08-2023 02:47,Falaknuma,HOMICIDE
2023-08-26 22:00:00,27-08-2023 16:26,Hyderguda,TRAFFIC VIOLATION
2023-08-26 23:00:00,27-08-2023 22:47,Jahanuma,DRUG OFFENSE
2023-08-27 00:00:00,27-08-2023 11:49,Madhapur,ILLEGAL POSSESSION
2023-08-27 01:00:00,27-08-2023 10:16,Saidabad,SEXUAL ASSAULT
2023-08-27 02:00:00,27-08-2023 21:01,Secunderabad,FIREARM OFFENSE
2023-08-27 03:00:00,27-08-2023 14:50,Madhapur,HOMICIDE
2023-08-27 04:00:00,27-08-2023 09:15,Falaknuma,VANDALISM
2023-08-27 05:00:00,27-08-2023 21:34,Jahanuma,ASSAULT
2023-08-27 06:00:00,28-08-2023 01:12,Kanchanbagh,SEXUAL ASSAULT
2023-08-27 07:00:00,28-08-2023 05:44,gachibowli,ILLEGAL POSSESSION
2023-08-27 08:00:00,27-08-2023 19:35,Falaknuma,ARSON
2023-08-27 09:00:00,27-08-2023 09:50,Falaknuma,SHOPLIFTING
2023-08-27 10:00:00,28-08-2023 06:18,Hi-Tech City,FIREARM OFFENSE
2023-08-27 11:00:00,28-08-2023 07:36,Falaknuma,HOMICIDE
2023-08-27 12:00:00,27-08-2023 13:45,Basheerbagh,FIREARM OFFENSE
2023-08-27 13:00:00,28-08-2023 00:16,Hyderguda,ILLEGAL POSSESSION
2023-08-27 14:00:00,28-08-2023 04:44,Afzalgunj,IDENTITY THEFT
2023-08-27 15:00:00,28-08-2023 04:50,Madhapur,CYBERCRIME
2023-08-27 16:00:00,27-08-2023 17:58,Ameerpet,ASSAULT
2023-08-27 17:00:00,27-08-2023 22:02,Madhapur,FRAUD
2023-08-27 18:00:00,28-08-2023 10:57,Ameerpet,ARSON
2023-08-27 19:00:00,27-08-2023 23:20,Lingampally,ARSON
2023-08-27 20:00:00,28-08-2023 19:52,Afzalgunj,SEXUAL ASSAULT
2023-08-27 21:00:00,28-08-2023 03:20,gachibowli,ARSON
2023-08-27 22:00:00,28-08-2023 16:29,Kachiguda,ASSAULT
2023-08-27 23:00:00,28-08-2023 13:48,Falaknuma,EXTORTION
2023-08-28 00:00:00,28-08-2023 02:28,Madhapur,VEHICLE - STOLEN
2023-08-28 01:00:00,28-08-2023 02:16,Falaknuma,FRAUD
2023-08-28 02:00:00,28-08-2023 07:08,Madhapur,VEHICLE - STOLEN
2023-08-28 03:00:00,28-08-2023 23:19,Musheerabad,ASSAULT
2023-08-28 04:00:00,28-08-2023 11:14,Kanchanbagh,EXTORTION
2023-08-28 05:00:00,28-08-2023 06:43,Madhapur,BURGLARY
2023-08-28 06:00:00,28-08-2023 13:40,Patancheru,SEXUAL ASSAULT
2023-08-28 07:00:00,28-08-2023 21:04,Kachiguda,ILLEGAL POSSESSION
2023-08-28 08:00:00,28-08-2023 17:43,Basheerbagh,VEHICLE - STOLEN
2023-08-28 09:00:00,28-08-2023 10:19,gachibowli,SHOPLIFTING
2023-08-28 10:00:00,29-08-2023 04:44,Charminar,VANDALISM
2023-08-28 11:00:00,29-08-2023 05:17,Kachiguda,SHOPLIFTING
2023-08-28 12:00:00,29-08-2023 01:41,Hyderguda,HOMICIDE
2023-08-28 13:00:00,28-08-2023 17:39,Afzalgunj,ARSON
2023-08-28 14:00:00,29-08-2023 01:08,Patancheru,KIDNAPPING
2023-08-28 15:00:00,29-08-2023 04:12,Madhapur,DOMESTIC VIOLENCE
2023-08-28 16:00:00,28-08-2023 18:08,Patancheru,VANDALISM
2023-08-28 17:00:00,29-08-2023 14:29,Ameerpet,SHOPLIFTING
2023-08-28 18:00:00,29-08-2023 14:56,Saidabad,VANDALISM
2023-08-28 19:00:00,29-08-2023 17:03,Madhapur,IDENTITY THEFT
2023-08-28 20:00:00,29-08-2023 13:43,Nampally,COUNTERFEITING
2023-08-28 21:00:00,29-08-2023 12:28,Jahanuma,ROBBERY
2023-08-28 22:00:00,29-08-2023 08:14,Hyderguda,CYBERCRIME
2023-08-28 23:00:00,29-08-2023 14:10,Jahanuma,FRAUD
2023-08-29 00:00:00,29-08-2023 23:51,Shamshabad,ROBBERY
2023-08-29 01:00:00,29-08-2023 13:22,Falaknuma,ROBBERY
2023-08-29 02:00:00,30-08-2023 00:13,Charminar,EXTORTION
2023-08-29 03:00:00,29-08-2023 11:57,Madhapur,SEXUAL ASSAULT
2023-08-29 04:00:00,29-08-2023 08:22,Secunderabad,VEHICLE - STOLEN
2023-08-29 05:00:00,30-08-2023 04:24,Charminar,DRUG OFFENSE
2023-08-29 06:00:00,29-08-2023 15:05,gachibowli,VANDALISM
2023-08-29 07:00:00,29-08-2023 17:34,Kanchanbagh,ARSON
2023-08-29 08:00:00,30-08-2023 04:03,Kachiguda,ROBBERY
2023-08-29 09:00:00,30-08-2023 07:21,Ibrahimpatnam,SEXUAL ASSAULT
2023-08-29 10:00:00,29-08-2023 11:19,gachibowli,COUNTERFEITING
2023-08-29 11:00:00,30-08-2023 10:03,Hyderguda,KIDNAPPING
2023-08-29 12:00:00,29-08-2023 15:37,Pathargatti,SEXUAL ASSAULT
2023-08-29 13:00:00,29-08-2023 17:50,Kachiguda,FIREARM OFFENSE
2023-08-29 14:00:00,30-08-2023 03:46,Nampally,HOMICIDE
2023-08-29 15:00:00,29-08-2023 18:41,Patancheru,VEHICLE - STOLEN
2023-08-29 16:00:00,30-08-2023 13:41,Falaknuma,ILLEGAL POSSESSION
2023-08-29 17:00:00,30-08-2023 11:16,Hyderguda,SEXUAL ASSAULT
2023-08-29 18:00:00,30-08-2023 08:34,Basheerbagh,ARSON
2023-08-29 19:00:00,29-08-2023 22:57,Nampally,ASSAULT
2023-08-29 20:00:00,29-08-2023 22:53,L B Nagar,VANDALISM
2023-08-29 21:00:00,30-08-2023 06:15,Afzalgunj,ARSON
2023-08-29 22:00:00,29-08-2023 23:08,Madhapur,DOMESTIC VIOLENCE
2023-08-29 23:00:00,30-08-2023 15:55,Madhapur,ROBBERY
2023-08-30 00:00:00,30-08-2023 07:02,Charminar,SEXUAL ASSAULT
2023-08-30 01:00:00,30-08-2023 09:53,Basheerbagh,VEHICLE - STOLEN
2023-08-30 02:00:00,30-08-2023 20:40,Madhapur,HOMICIDE
2023-08-30 03:00:00,30-08-2023 10:56,Madhapur,ILLEGAL POSSESSION
2023-08-30 04:00:00,30-08-2023 19:21,Falaknuma,FRAUD
2023-08-30 05:00:00,30-08-2023 09:30,Falaknuma,ILLEGAL POSSESSION
2023-08-30 06:00:00,31-08-2023 05:33,Kachiguda,COUNTERFEITING
2023-08-30 07:00:00,30-08-2023 19:55,Basheerbagh,SEXUAL ASSAULT
2023-08-30 08:00:00,30-08-2023 16:15,Basheerbagh,TRAFFIC VIOLATION
2023-08-30 09:00:00,30-08-2023 12:17,Kachiguda,KIDNAPPING
2023-08-30 10:00:00,30-08-2023 14:05,Begum Bazar,KIDNAPPING
2023-08-30 11:00:00,30-08-2023 18:20,L B Nagar,SEXUAL ASSAULT
2023-08-30 12:00:00,31-08-2023 02:43,Begum Bazar,ROBBERY
2023-08-30 13:00:00,30-08-2023 22:42,gachibowli,DOMESTIC VIOLENCE
2023-08-30 14:00:00,31-08-2023 12:50,Lingampally,BURGLARY
2023-08-30 15:00:00,30-08-2023 19:59,Madhapur,SEXUAL ASSAULT
2023-08-30 16:00:00,31-08-2023 12:28,Kanchanbagh,SHOPLIFTING
2023-08-30 17:00:00,31-08-2023 06:54,Kachiguda,COUNTERFEITING
2023-08-30 18:00:00,31-08-2023 10:32,Charminar,VANDALISM
2023-08-30 19:00:00,31-08-2023 12:05,Falaknuma,IDENTITY THEFT
2023-08-30 20:00:00,31-08-2023 18:11,Falaknuma,ROBBERY
2023-08-30 21:00:00,31-08-2023 00:29,Pathargatti,TRAFFIC VIOLATION
2023-08-30 22:00:00,30-08-2023 22:08,Falaknuma,IDENTITY THEFT
2023-08-30 23:00:00,31-08-2023 06:38,Falaknuma,PUBLIC INTOXICATION
2023-08-31 00:00:00,31-08-2023 17:18,Kachiguda,COUNTERFEITING
2023-08-31 01:00:00,31-08-2023 22:09,Basheerbagh,ARSON
2023-08-31 02:00:00,31-08-2023 13:37,Musheerabad,VANDALISM
2023-08-31 03:00:00,31-08-2023 05:00,Patancheru,IDENTITY THEFT
2023-08-31 04:00:00,31-08-2023 14:23,Charminar,PUBLIC INTOXICATION
2023-08-31 05:00:00,31-08-2023 17:53,Hyderguda,DOMESTIC VIOLENCE
2023-08-31 06:00:00,31-08-2023 23:47,Madhapur,ILLEGAL POSSESSION
2023-08-31 07:00:00,31-08-2023 23:02,Ameerpet,BURGLARY
2023-08-31 08:00:00,31-08-2023 09:16,Malakpet,PUBLIC INTOXICATION
2023-08-31 09:00:00,31-08-2023 22:31,Saidabad,SHOPLIFTING
2023-08-31 10:00:00,31-08-2023 20:55,Charminar,ILLEGAL POSSESSION
2023-08-31 11:00:00,01-09-2023 07:01,Madhapur,VANDALISM
2023-08-31 12:00:00,01-09-2023 02:21,L B Nagar,VANDALISM
2023-08-31 13:00:00,31-08-2023 19:43,L B Nagar,FRAUD
2023-08-31 14:00:00,01-09-2023 11:24,Hyderguda,ILLEGAL POSSESSION
2023-08-31 15:00:00,01-09-2023 03:08,Madhapur,SEXUAL ASSAULT
2023-08-31 16:00:00,01-09-2023 15:22,Falaknuma,SEXUAL ASSAULT
2023-08-31 17:00:00,31-08-2023 22:46,L B Nagar,BURGLARY
2023-08-31 18:00:00,01-09-2023 12:06,Basheerbagh,EXTORTION
2023-08-31 19:00:00,31-08-2023 21:35,Madhapur,TRAFFIC VIOLATION
2023-08-31 20:00:00,01-09-2023 19:54,Kachiguda,ROBBERY
2023-08-31 21:00:00,01-09-2023 16:19,Shamshabad,BURGLARY
2023-08-31 22:00:00,01-09-2023 20:11,Kachiguda,CYBERCRIME
2023-08-31 23:00:00,01-09-2023 08:45,Charminar,KIDNAPPING
2023-09-01 00:00:00,01-09-2023 06:51,Nampally,DOMESTIC VIOLENCE
2023-09-01 01:00:00,01-09-2023 22:02,Nampally,TRAFFIC VIOLATION
2023-09-01 02:00:00,01-09-2023 23:13,Charminar,EXTORTION
2023-09-01 03:00:00,01-09-2023 12:40,Ameerpet,FRAUD
2023-09-01 04:00:00,02-09-2023 03:20,Nampally,VEHICLE - STOLEN
2023-09-01 05:00:00,01-09-2023 06:14,Charminar,VANDALISM
2023-09-01 06:00:00,01-09-2023 23:16,Saidabad,TRAFFIC VIOLATION
2023-09-01 07:00:00,01-09-2023 19:52,Ameerpet,CYBERCRIME
2023-09-01 08:00:00,01-09-2023 14:09,Charminar,SHOPLIFTING
2023-09-01 09:00:00,01-09-2023 23:32,Hyderguda,SEXUAL ASSAULT
2023-09-01 10:00:00,01-09-2023 10:00,Malakpet,VEHICLE - STOLEN
2023-09-01 11:00:00,01-09-2023 11:17,Madhapur,KIDNAPPING
2023-09-01 12:00:00,01-09-2023 23:08,Falaknuma,SHOPLIFTING
2023-09-01 13:00:00,02-09-2023 02:33,Musheerabad,DRUG OFFENSE
2023-09-01 14:00:00,01-09-2023 20:59,L B Nagar,SEXUAL ASSAULT
2023-09-01 15:00:00,02-09-2023 09:23,Ibrahimpatnam,ILLEGAL POSSESSION
2023-09-01 16:00:00,02-09-2023 14:36,Hi-Tech City,DOMESTIC VIOLENCE
2023-09-01 17:00:00,02-09-2023 08:41,Shamshabad,IDENTITY THEFT
2023-09-01 18:00:00,02-09-2023 05:00,Jahanuma,EXTORTION
2023-09-01 19:00:00,01-09-2023 23:16,Nampally,BURGLARY
2023-09-01 20:00:00,02-09-2023 13:44,Ibrahimpatnam,HOMICIDE
2023-09-01 21:00:00,01-09-2023 23:05,Ameerpet,ASSAULT
2023-09-01 22:00:00,02-09-2023 17:59,Patancheru,DRUG OFFENSE
2023-09-01 23:00:00,02-09-2023 06:00,Lingampally,FRAUD
2023-09-02 00:00:00,02-09-2023 01:09,Jahanuma,IDENTITY THEFT
2023-09-02 01:00:00,02-09-2023 11:27,Hyderguda,ARSON
2023-09-02 02:00:00,02-09-2023 07:18,Hyderguda,HOMICIDE
2023-09-02 03:00:00,02-09-2023 08:11,gachibowli,KIDNAPPING
2023-09-02 04:00:00,02-09-2023 04:34,Kishan Bagh,ARSON
2023-09-02 05:00:00,03-09-2023 02:14,Pathargatti,EXTORTION
2023-09-02 06:00:00,02-09-2023 22:52,Madhapur,PUBLIC INTOXICATION
2023-09-02 07:00:00,02-09-2023 18:20,Falaknuma,TRAFFIC VIOLATION
2023-09-02 08:00:00,02-09-2023 17:24,Musheerabad,SEXUAL ASSAULT
2023-09-02 09:00:00,03-09-2023 05:42,Saidabad,IDENTITY THEFT
2023-09-02 10:00:00,02-09-2023 15:56,Falaknuma,COUNTERFEITING
2023-09-02 11:00:00,03-09-2023 10:38,Hyderguda,ILLEGAL POSSESSION
2023-09-02 12:00:00,03-09-2023 08:09,L B Nagar,ROBBERY
2023-09-02 13:00:00,02-09-2023 21:19,Charminar,DRUG OFFENSE
2023-09-02 14:00:00,02-09-2023 15:29,Jahanuma,IDENTITY THEFT
2023-09-02 15:00:00,02-09-2023 21:00,Falaknuma,COUNTERFEITING
2023-09-02 16:00:00,03-09-2023 11:18,Nacharam,EXTORTION
2023-09-02 17:00:00,03-09-2023 15:10,Hyderguda,FIREARM OFFENSE
2023-09-02 18:00:00,03-09-2023 05:50,Saidabad,HOMICIDE
2023-09-02 19:00:00,03-09-2023 08:32,Jahanuma,CYBERCRIME
2023-09-02 20:00:00,03-09-2023 13:54,Madhapur,DOMESTIC VIOLENCE
2023-09-02 21:00:00,03-09-2023 01:19,Basheerbagh,IDENTITY THEFT
2023-09-02 22:00:00,03-09-2023 03:49,Patancheru,SHOPLIFTING
2023-09-02 23:00:00,03-09-2023 10:34,Patancheru,BURGLARY
2023-09-03 00:00:00,03-09-2023 21:26,Ibrahimpatnam,SHOPLIFTING
2023-09-03 01:00:00,03-09-2023 18:05,Patancheru,CYBERCRIME
2023-09-03 02:00:00,03-09-2023 23:54,Madhapur,BURGLARY
2023-09-03 03:00:00,03-09-2023 04:54,Charminar,IDENTITY THEFT
2023-09-03 04:00:00,04-09-2023 02:36,L B Nagar,VANDALISM
2023-09-03 05:00:00,03-09-2023 21:43,Patancheru,EXTORTION
2023-09-03 06:00:00,03-09-2023 10:43,Madhapur,ROBBERY
2023-09-03 07:00:00,04-09-2023 02:27,Ibrahimpatnam,DOMESTIC VIOLENCE
2023-09-03 08:00:00,03-09-2023 09:24,Saidabad,DRUG OFFENSE
2023-09-03 09:00:00,03-09-2023 21:29,Patancheru,VEHICLE - STOLEN
2023-09-03 10:00:00,04-09-2023 00:35,Basheerbagh,ILLEGAL POSSESSION
2023-09-03 11:00:00,03-09-2023 21:21,Lingampally,ROBBERY
2023-09-03 12:00:00,03-09-2023 22:24,Hyderguda,TRAFFIC VIOLATION
2023-09-03 13:00:00,03-09-2023 18:14,Kachiguda,DRUG OFFENSE
2023-09-03 14:00:00,04-09-2023 01:09,Madhapur,SHOPLIFTING
2023-09-03 15:00:00,04-09-2023 08:36,Hyderguda,COUNTERFEITING
2023-09-03 16:00:00,04-09-2023 06:11,Basheerbagh,VEHICLE - STOLEN
2023-09-03 17:00:00,04-09-2023 11:18,Ameerpet,ASSAULT
2023-09-03 18:00:00,04-09-2023 00:05,Ameerpet,SHOPLIFTING
2023-09-03 19:00:00,03-09-2023 19:41,Hyderguda,IDENTITY THEFT
2023-09-03 20:00:00,04-09-2023 02:58,Falaknuma,DOMESTIC VIOLENCE
2023-09-03 21:00:00,04-09-2023 11:05,Shamshabad,SEXUAL ASSAULT
2023-09-03 22:00:00,04-09-2023 12:43,Hyderguda,DOMESTIC VIOLENCE
2023-09-03 23:00:00,04-09-2023 03:19,Madhapur,SEXUAL ASSAULT
2023-09-04 00:00:00,04-09-2023 13:40,Malakpet,KIDNAPPING
2023-09-04 01:00:00,04-09-2023 08:12,Afzalgunj,VEHICLE - STOLEN
2023-09-04 02:00:00,04-09-2023 18:55,Charminar,SHOPLIFTING
2023-09-04 03:00:00,04-09-2023 08:06,Charminar,SHOPLIFTING
2023-09-04 04:00:00,04-09-2023 20:26,Madhapur,PUBLIC INTOXICATION
2023-09-04 05:00:00,04-09-2023 06:05,Basheerbagh,SEXUAL ASSAULT
2023-09-04 06:00:00,04-09-2023 12:07,Patancheru,BURGLARY
2023-09-04 07:00:00,04-09-2023 22:33,Ibrahimpatnam,BURGLARY
2023-09-04 08:00:00,04-09-2023 22:06,Patancheru,HOMICIDE
2023-09-04 09:00:00,04-09-2023 10:26,Kachiguda,ASSAULT
2023-09-04 10:00:00,04-09-2023 22:44,Musheerabad,IDENTITY THEFT
2023-09-04 11:00:00,04-09-2023 21:47,Shamshabad,ASSAULT
2023-09-04 12:00:00,05-09-2023 08:41,Begum Bazar,DOMESTIC VIOLENCE
2023-09-04 13:00:00,04-09-2023 14:22,Charminar,CYBERCRIME
2023-09-04 14:00:00,05-09-2023 05:26,Hyderguda,PUBLIC INTOXICATION
2023-09-04 15:00:00,04-09-2023 19:04,Kachiguda,FRAUD
2023-09-04 16:00:00,05-09-2023 10:33,Kachiguda,ROBBERY
2023-09-04 17:00:00,05-09-2023 03:10,Jahanuma,ASSAULT
2023-09-04 18:00:00,04-09-2023 23:16,Nampally,CYBERCRIME
2023-09-04 19:00:00,04-09-2023 21:50,Falaknuma,FIREARM OFFENSE
2023-09-04 20:00:00,05-09-2023 05:14,Ameerpet,BURGLARY
2023-09-04 21:00:00,05-09-2023 00:32,Lingampally,BURGLARY
2023-09-04 22:00:00,05-09-2023 03:27,Lingampally,FIREARM OFFENSE
2023-09-04 23:00:00,05-09-2023 10:38,L B Nagar,VEHICLE - STOLEN
2023-09-05 00:00:00,05-09-2023 19:53,Ameerpet,ILLEGAL POSSESSION
2023-09-05 01:00:00,05-09-2023 09:07,Lingampally,BURGLARY
2023-09-05 02:00:00,05-09-2023 04:10,Begum Bazar,KIDNAPPING
2023-09-05 03:00:00,05-09-2023 08:54,Hyderguda,VEHICLE - STOLEN
2023-09-05 04:00:00,05-09-2023 05:51,Jahanuma,ILLEGAL POSSESSION
2023-09-05 05:00:00,05-09-2023 15:54,Madhapur,VANDALISM
2023-09-05 06:00:00,05-09-2023 07:32,Shamshabad,DRUG OFFENSE
2023-09-05 07:00:00,05-09-2023 23:20,Ameerpet,DOMESTIC VIOLENCE
2023-09-05 08:00:00,05-09-2023 13:32,Patancheru,KIDNAPPING
2023-09-05 09:00:00,06-09-2023 00:21,Madhapur,FIREARM OFFENSE
2023-09-05 10:00:00,06-09-2023 08:30,Hyderguda,CYBERCRIME
2023-09-05 11:00:00,06-09-2023 00:10,Patancheru,ARSON
2023-09-05 12:00:00,05-09-2023 22:51,Kachiguda,BURGLARY
2023-09-05 13:00:00,05-09-2023 13:49,Patancheru,KIDNAPPING
2023-09-05 14:00:00,06-09-2023 04:47,Basheerbagh,VEHICLE - STOLEN
2023-09-05 15:00:00,05-09-2023 15:48,Malakpet,VANDALISM
2023-09-05 16:00:00,06-09-2023 06:03,Lingampally,EXTORTION
2023-09-05 17:00:00,06-09-2023 02:53,Dilsukhnagar,IDENTITY THEFT
2023-09-05 18:00:00,06-09-2023 14:17,Madhapur,VANDALISM
2023-09-05 19:00:00,06-09-2023 17:53,Basheerbagh,BURGLARY
2023-09-05 20:00:00,06-09-2023 10:41,Jahanuma,EXTORTION
2023-09-05 21:00:00,06-09-2023 02:40,Patancheru,PUBLIC INTOXICATION
2023-09-05 22:00:00,06-09-2023 01:12,Basheerbagh,TRAFFIC VIOLATION
2023-09-05 23:00:00,06-09-2023 18:24,Uppal,KIDNAPPING
2023-09-06 00:00:00,06-09-2023 05:29,Madhapur,IDENTITY THEFT
